0 th order coefficient,1st order coefficient,2nd order coefficient,3rd order coefficient,4th order coefficient,5th order coefficient,6th order coefficient,7th order coefficient,8th order coefficient,9th order coefficient,10th order coefficient,11 th order coefficient,12th order coefficient,13 th order coefficient,Delta of 0th order coefficient,Delta of 1st order coefficient,Delta of 2nd order coefficient,Delta of 3rd order coefficient,Delta of 4th order coefficient,Delta of 5th order coefficient,labels
-267.8469044,19.82219729,-46.95751769,-16.66779624,-14.73350662,-24.06931985,-17.37579254,-10.21255526,-8.906200008,14.86970158,5.838607544,14.72131966,12.71015911,2.49155123,-4.869718041,-4.605291044,0.569121783,-0.28131207,-9.198836035,-3.877319678,female_fear
-372.6739197,13.48830128,-73.22801208,-16.64712524,-26.197258,-35.29079056,-30.60521889,-12.45788479,-12.63094425,23.51038361,0.417107016,23.5682373,8.478035927,0.771969736,-9.710582733,-1.335025311,-1.532413244,-0.853701234,-15.61377525,6.564687252,female_fear
-267.7805481,22.05418777,-71.75034332,-31.9770546,-24.260746,-28.5745163,-23.7556324,3.231164217,-2.698745251,32.88597107,8.373690605,4.383835316,-1.787232041,-11.87567234,-6.608407974,3.085853338,-4.591492653,4.33027029,-2.780444145,8.487358093,female_fear
-112.9428066,12.73782719,-23.59594808,-16.31476577,-8.85518965,-10.84835966,-5.611395253,1.427261457,7.375216082,14.68394141,9.156134114,1.130197652,-5.748875132,-8.707672292,-4.180773082,0.645983516,-0.297583213,-0.482715883,2.3896514,6.889008626,female_fear
-328.2217407,19.46777916,-81.00831604,-33.42023468,-28.15579414,-29.20984077,-22.19691086,7.111037731,2.304401398,36.70336914,0.651190877,3.146858692,-9.17513752,-11.3672905,-5.183022976,2.471032381,-5.12304306,7.677700043,-1.623086572,13.75711632,female_fear
-614.4508667,79.50283051,-11.70983028,5.965006351,-8.871829987,-7.570734024,-23.27936554,-12.82162857,-11.87431812,0.513149798,-11.38345337,-2.286234856,-15.38377762,-3.270527601,-6.763949871,-3.797804832,-14.54462528,0.660896659,-12.98178673,-4.66529274,female_disgust
-601.5924625,68.21293478,-5.102950035,2.204966448,-6.316134507,-9.915322561,-20.00699417,-15.05570492,-9.325036792,-2.506812649,-8.393362892,-4.504121948,-12.47367407,-6.012766344,-4.020048813,-6.17425336,-11.49139672,-1.929354604,-10.24265475,-6.910288972,female_disgust
-677.6915283,73.07434082,-11.68503189,4.020111084,-11.83461952,-9.548455238,-26.03631783,-12.48138046,-9.06114769,0.30471015,-13.08952045,-4.713059902,-16.32181358,-2.734645605,-7.720991611,-8.796685219,-13.7490015,-0.193996742,-15.61976624,-4.036509037,female_disgust
-641.0489502,46.64296341,-2.895520926,20.92167664,-12.18120003,-4.204720974,-16.65995216,-6.961464405,-10.55259895,1.296247602,-11.86258698,0.702939272,-9.486286163,-4.246700764,-2.897964716,-4.219643593,-11.44254589,1.6003232,-11.26052475,-3.852596045,female_disgust
-586.2126021,31.72845356,4.051653116,14.72516619,-6.815207029,-5.99616896,-11.22130533,-8.687401432,-6.665309954,-1.798974154,-7.697035565,-1.427989207,-5.97920131,-6.201448063,-0.858084048,-5.552644955,-8.942608718,-1.655180576,-8.064631475,-5.930114892,female_disgust
-701.6557617,39.35821533,-1.05612886,18.87043571,-16.75862312,-4.919338703,-20.14456367,-7.591019154,-11.74335766,-0.26196897,-14.45948029,0.485655099,-11.21568108,-2.457182407,-3.396656275,-6.481001377,-9.786333084,0.710310996,-13.65587044,-2.889415979,female_disgust
-678.4448242,58.20954895,4.444547653,-1.256203651,-9.011724472,-2.011981249,-27.82429123,-8.621287346,-9.63457489,0.226714209,-12.31049728,0.328872919,-11.3824873,-4.575994015,-2.524106264,-3.486385584,-8.046542168,0.331902087,-12.95418644,-6.346920013,female_disgust
-641.2066846,48.30761079,6.994249486,-3.920171019,-6.913717827,-4.400167554,-24.94382506,-9.756464696,-7.580848962,-1.53619556,-9.827720952,-2.231569626,-9.183465163,-5.99141139,-1.776165456,-4.438675521,-6.278849055,-1.161669937,-10.90940943,-7.639037473,female_disgust
-736.3067017,53.77185822,5.262943268,-4.118420124,-10.66312408,-5.161145687,-30.57499695,-8.044802666,-9.260364532,-0.917262912,-13.34904671,0.830308914,-13.11001587,-2.039679766,-3.101034164,-4.403937817,-5.983887672,-0.674464047,-14.79361534,-4.070199966,female_disgust
-645.7764282,56.50333023,1.555386543,-0.142029375,-5.529073715,-7.356527805,-27.50604248,-10.77821732,-7.890630245,-3.874969482,-17.61383247,1.987524867,-11.86270618,-3.798139334,-6.959424019,-6.259317875,-8.360452652,-0.942142606,-13.99703217,-3.071052313,female_disgust
-628.3367479,52.38530552,4.34894188,-1.408997813,-3.866895437,-7.998500121,-25.78419184,-11.85416161,-6.583555848,-5.010402822,-15.95902832,0.499317811,-9.974882393,-4.771055576,-5.521243507,-7.029366676,-7.314336342,-2.108276825,-12.83862778,-4.129363395,female_disgust
-707.1088257,51.64643478,1.662819624,-2.244220972,-7.249547958,-10.00327396,-31.13572121,-9.587953568,-8.13314724,-7.700324535,-18.08191872,1.949131727,-12.41970253,-1.300313354,-8.030789375,-6.384378433,-6.591899395,-2.747570753,-14.2276907,-0.811015248,female_disgust
-489.2510376,37.98285294,-24.36935234,10.47097206,-22.40714455,-23.41806984,-16.54313469,-4.459205151,-17.79790878,-3.577197552,-10.56276894,-8.113778114,-14.18299484,-2.702471733,-6.234950542,-0.538489103,8.857282639,13.47078419,13.09301567,11.99570847,female_disgust
-415.426982,22.48874549,-12.17366231,4.427446355,-14.84470444,-19.76054063,-9.93549831,-3.875280743,-11.52377219,-4.17476627,-4.939594653,-7.940866064,-8.866404015,-3.677674202,-4.245955226,0.163121892,9.204992003,12.29288827,12.16611844,9.648494715,female_disgust
-548.5048828,33.98199081,-26.90918541,11.76370525,-27.46450233,-23.43464661,-16.57892799,-3.729375362,-18.73407173,-1.291285396,-12.31732273,-8.947745323,-16.11758804,-1.028212428,-5.982534885,7.070932865,13.8008337,14.70761681,11.57201862,5.912298203,female_disgust
-558.4549561,64.96276855,-39.49388885,2.101748228,-20.94485283,-22.30426788,-21.76892853,-12.96875381,-12.68763542,-0.573176444,-13.68001652,-0.126111001,-16.31132889,-2.920568943,-6.900071144,-10.97258949,-8.580284119,-9.434440613,-10.54786873,-5.091619492,female_disgust
-410.3560886,23.14476667,-4.818117035,-2.828009022,-6.385396938,-10.49695009,-9.529170385,-6.142100809,-2.813511359,-2.128314701,-1.37774638,-2.110595803,-4.648002416,-1.970009378,-3.012171518,-5.664468326,-5.054225854,-5.754390077,-5.415301992,-3.243065868,female_disgust
-614.0077515,58.49881363,-40.63182831,1.122753143,-25.52492905,-22.38337708,-23.65189362,-11.81451035,-10.2619257,-1.042328954,-13.51009464,-0.366303504,-18.50543976,0.33916536,-12.45084381,-9.773341179,-9.560385704,-8.967254639,-8.353032112,-3.412151337,female_disgust
-512.9082642,67.34044647,-24.31685448,0.582161844,-11.46236324,-19.21522331,-25.47154236,-7.158694267,-12.94698048,-3.944149256,-18.4574337,1.734841824,-14.67764091,-9.834941864,-8.323352814,-13.05217361,-6.180142403,-3.310133219,-9.541152,-1.385054469,female_disgust
-342.1252632,20.29484643,0.823830315,-2.743973684,-4.545254373,-10.14950971,-9.455968798,-4.202813505,-3.830551864,-3.678268775,-4.315147551,-1.259789012,-4.541116976,-6.154789571,-5.127997857,-5.488278026,-4.097108091,-1.911611493,-3.266049754,-0.633287633,female_disgust
-562.229126,61.89228058,-26.26171494,-2.552489758,-16.39331245,-22.16187286,-25.16975784,-6.864008904,-11.60811043,-4.986107349,-16.67604446,2.813485861,-19.69502258,-8.127783775,-11.00233936,-12.58699417,-2.821308136,-2.686110258,-7.472857475,1.554875135,female_disgust
-560.4266968,68.40312958,-8.173676491,0.424383163,-10.64941216,-13.12733555,-19.19537735,-3.870028257,-8.588004112,3.197436571,-5.141413212,5.441945553,-5.37964201,-0.269586712,-2.244445324,-1.97655201,-3.440742731,-2.304628849,-9.325879097,-7.970099926,female_disgust
-404.5407558,21.45871429,6.377710019,-4.93963783,-5.524711082,-8.232348595,-9.957276639,-4.792493793,-4.035876145,-0.426758021,0.028059212,0.970534298,-0.993735166,-0.380961677,-1.066435323,-1.452239537,-3.505100876,-4.700523713,-7.035622617,-6.815333055,female_disgust
-618.3256836,64.37181091,-8.385467529,-1.953943729,-15.2789259,-15.96140766,-21.12801743,-2.530141115,-8.121538162,3.629573584,-3.679530382,7.668713093,-7.344141006,1.911765337,-4.554440498,-2.477853298,-6.343361378,-4.53037405,-11.41146183,-3.828497648,female_disgust
-683.6555786,69.15008545,-18.37044907,3.726614952,-6.28698349,-10.35482883,-16.06505585,-11.62159252,-8.940526009,0.022607919,-11.67985916,-3.083016634,-10.87395,-6.391744137,-6.661121845,-7.451880932,-11.19562531,-2.68952775,-12.26895809,-5.204696178,female_surprise
-468.671529,21.98903966,0.041434516,-2.769269188,-2.660498497,-5.839623152,-7.766678094,-7.163108898,-3.903285669,-1.349842137,-3.021210312,-3.030806441,-3.151480321,-3.651965302,-3.431649054,-4.611759945,-4.928621366,-3.536304109,-5.258684292,-4.408441504,female_surprise
-746.5698853,66.07624054,-20.7810154,2.903259277,-8.352643013,-11.35411167,-17.91888046,-12.5134325,-7.460641384,-0.148418516,-11.08244801,-2.915915966,-13.50482464,-6.003350258,-7.289832115,-9.562492371,-11.60721779,-3.180888653,-11.77467442,-3.019517899,female_surprise
-660.7159424,62.87619019,-20.47297096,2.462434053,-6.410339355,-13.41854858,-14.79629421,-16.55702209,-8.821704865,-0.667956054,-14.67493439,-2.168000221,-10.52094269,-7.748571873,-7.392810822,-7.202851295,-9.735791206,-5.008211136,-10.84585476,-5.541265011,female_surprise
-449.1941991,22.84105486,-1.531993661,-3.306336831,-2.539077118,-5.224003688,-6.79144562,-7.400016058,-3.298438343,-1.40989098,-4.241759332,-2.610759269,-2.583659931,-4.522620552,-3.906497969,-2.707583497,-3.634194897,-2.811650929,-4.418594577,-3.481108802,female_surprise
-728.3654175,59.96607208,-23.62115097,3.075773478,-9.753492355,-14.49504566,-17.60714912,-17.87298775,-7.076633453,-3.003145933,-15.36916637,-1.110851884,-13.59944439,-7.062282085,-9.533120155,-5.898159504,-9.183524132,-4.175380707,-11.31743717,-2.114170551,female_surprise
-646.2631836,58.879673,-15.17347431,-2.725476503,-8.283390045,-15.36678886,-18.47256279,-15.1582098,-8.614909172,-0.875095606,-14.55956364,-2.714572668,-12.74154091,-10.76848507,-6.009815693,-7.393643856,-9.508449554,-1.395518541,-10.10761261,-4.41711092,female_surprise
-416.1686952,18.46110143,2.662614484,-3.74386891,-3.969009083,-7.346878162,-9.246575315,-7.015846077,-2.861767633,-0.512419896,-2.098248794,-2.977691315,-4.748751837,-5.382824662,-3.406830985,-1.972490215,-3.722141496,-1.779992833,-4.40536605,-1.940023748,female_surprise
-714.7763672,62.3521843,-16.81761742,-4.076665878,-12.1954937,-17.9452076,-21.34287262,-14.03827,-6.052266598,-1.481299996,-15.87682819,-1.355070353,-15.1883173,-8.53139019,-6.092333317,-7.246953964,-8.474354744,-0.798116863,-10.96281242,2.360087395,female_surprise
-642.8483276,69.58247375,-5.936695576,4.613301754,-2.067853928,-13.57656765,-19.44682503,-11.77795792,-4.398766041,1.720267415,-12.154109,-1.760761499,-7.423162937,-5.613785744,-2.265948057,-3.3753829,-5.697790623,4.000791073,-6.36508894,1.58832252,female_surprise
-511.65089,32.38525173,4.015335597,-3.599155205,-4.230093061,-9.092097191,-15.05324851,-9.104938453,-4.50531057,-2.405672968,-5.741829915,-4.57484711,-6.339507062,-5.669329503,-2.511956181,-3.230421515,-3.528245572,1.232561062,-4.070363144,-1.128736037,female_surprise
-703.2492676,67.22006989,-8.583659172,4.043558598,-5.904664993,-17.20384407,-23.54671288,-10.41833496,-2.956963778,0.869770408,-11.42878723,-0.392225683,-9.464363098,-3.693141222,-4.005308628,-6.852611542,-4.993970871,3.35066843,-7.218106747,6.535250187,female_surprise
-652.1135254,72.50232697,-19.06066513,7.710115433,-4.605037212,-14.92273521,-17.82594109,-11.4751215,-3.49885869,-1.060000062,-14.14487743,-2.157216072,-11.32544804,-8.738657951,-7.217662811,-7.488050461,-11.95716,0.232827783,-9.610980988,-1.751193404,female_surprise
-456.1854382,24.39144735,-0.359779133,-2.600646422,-3.216507729,-7.726613021,-9.20093375,-7.824002653,-3.040607606,-2.991199669,-4.299597463,-3.395004721,-5.399464226,-4.673636184,-3.722219546,-4.834860305,-4.074702583,-1.963919544,-3.570126828,-1.537459921,female_surprise
-707.8493652,69.65533447,-20.65753365,7.599045277,-8.208241463,-16.56352806,-20.19207954,-11.12410545,-2.364420414,-3.137839079,-14.14757156,-1.073811769,-14.79323864,-9.404964447,-8.283296585,-9.893788338,-10.45310307,-0.322858155,-8.918478012,3.026402235,female_surprise
-519.7655029,47.8634491,-42.47743225,-5.520474911,-16.664608,-20.13239861,-17.40391159,-18.15764809,-13.30302715,1.945715427,-13.68029022,-3.264593363,-7.118422508,-3.781987906,-3.469048738,-0.849464774,3.904144764,10.19781971,0.043663651,4.554272175,female_surprise
-357.8527017,22.3348709,-12.85257505,-7.625308744,-8.173020344,-9.935167928,-8.186085156,-9.04114137,-5.223645673,-0.72592273,-4.305956815,-1.779141878,-2.562612987,-3.408541419,-0.449051775,0.283670998,3.450864278,6.259437915,1.941135433,2.069831772,female_surprise
-572.3262939,43.6364212,-46.13718796,-6.946526051,-23.33354759,-23.13327217,-20.98177528,-19.79419136,-11.40683365,1.85700202,-15.87170696,-1.61351788,-9.507436752,-2.453794241,-1.845346808,3.889216661,6.419463634,8.346637726,-2.462233305,7.505366802,female_surprise
-532.6724854,45.07496643,-34.23688126,-0.740826905,-9.506557465,-20.50433159,-21.30749702,-20.02188492,-10.65869904,1.325870395,-18.90577126,-0.895297766,-8.930934906,-3.386068106,-3.375556469,2.041982174,0.030505458,10.65210819,4.131181717,9.264661789,female_surprise
-354.8619192,18.98965742,-9.116256324,-4.766120952,-4.704179225,-9.930633069,-10.63974479,-10.78911126,-5.832163801,-3.549163733,-6.165854033,-2.256012912,-4.313955638,-3.253130495,0.370704323,1.69672691,1.880340144,6.65662198,4.552780029,6.403532437,female_surprise
-581.7700806,42.21789932,-37.65111542,-2.162564754,-14.84926224,-22.6770134,-24.42749977,-18.89367104,-7.242566586,-2.033673525,-19.06194687,0.236422613,-11.3570509,-1.189015508,-0.547675133,5.295217991,3.514686584,13.85071468,3.397397041,10.41978359,female_surprise
-537.9945679,45.92190933,-27.51272774,-9.241593361,-8.485069275,-19.09802437,-17.01612663,-19.52823067,-11.94430447,2.407795668,-16.17279434,-5.669072628,-7.595314503,-2.611480713,-4.719288349,2.935364723,3.16186738,9.691455841,1.111900568,2.973052025,female_surprise
-330.3796136,16.5381006,-2.474213729,-7.011266831,-4.598203592,-8.272186562,-9.057087087,-9.425685448,-6.5476045,-2.970362672,-4.605885871,-3.347238171,-3.419164315,-0.649688345,0.202461021,3.124172752,4.032463527,5.125011224,2.322480116,2.063659635,female_surprise
-593.2384033,45.55898666,-30.99191284,-10.26051617,-12.1453495,-20.76294136,-21.18346024,-21.29417229,-9.416718483,0.066043258,-18.35989952,-4.547289371,-9.225429535,-2.143804312,-3.185120106,6.321084499,3.772580147,8.746182442,-1.609589577,3.315924644,female_surprise
-563.9391479,93.65901947,-0.40016982,23.61896133,8.966359138,-7.473679066,-15.27684212,-8.737855911,-1.348921895,-4.305039406,-8.558564186,1.0512079,-1.182310939,-6.028045654,-2.470631599,1.447721124,-12.74727917,3.456357718,-7.722202778,0.380180955,male_neutral
-415.6330795,35.52448952,13.66987438,11.61487355,5.45027564,-4.017290991,-8.25449252,-5.324394897,-3.188612278,-5.524040076,-4.110422726,0.193894724,-0.990862181,-3.04827584,-0.714546991,-1.68912418,-4.705896196,-2.182317319,-2.311017002,-4.002928003,male_neutral
-622.5369873,89.14060974,-2.38364172,22.52633476,2.617619514,-9.186843872,-20.21741486,-8.517825127,-3.916925192,-8.615719795,-9.088430405,2.046649218,-4.385706902,-7.385717869,-0.689627171,-2.155907393,-10.09850407,3.242095709,-8.288283348,-1.801380515,male_neutral
-569.8770752,95.2075882,2.448149681,23.30358887,8.098217964,-4.91357708,-13.48413563,-8.434210777,-0.639947891,-2.256908178,-8.229361534,2.843783855,0.854787171,-5.226837158,-0.221776858,0.58940053,-10.95967865,7.079726219,-6.573548317,0.678214371,male_neutral
-563.4008936,92.78415463,3.161282939,22.70585042,8.205574769,-5.237490512,-13.22119698,-8.776833274,-0.616319813,-2.55196209,-8.285346953,2.770782236,0.776616104,-5.162707462,-0.245199216,0.244028454,-10.82128746,6.452382016,-6.262181944,0.050000187,male_neutral
-626.0801392,88.81019592,0.597312093,23.59917259,3.832502842,-6.309414864,-16.20092583,-7.293435097,-1.151092052,-3.836627483,-5.601854801,6.492586136,-0.029383624,-4.018965721,2.225309134,-3.333741665,-7.379540443,3.839860916,-7.206974506,-2.298974514,male_neutral
-548.3185425,85.92313385,0.115123644,17.40392494,9.982481956,-5.984378338,-18.44009972,-13.6296339,-5.240409374,-5.598211288,-10.38970757,-1.179649949,-2.6742661,-7.435806751,-6.179952621,1.338183641,-15.62865448,2.521881104,-7.613106251,-4.317673683,male_neutral
-422.9850554,37.88736242,13.3805197,10.7232802,5.170311528,-2.528921726,-12.58599859,-10.12559071,-4.588986381,-6.235919193,-5.597776901,-1.01974654,-2.167950965,-4.35879971,-2.582924086,-1.827565441,-7.452050671,-1.88653194,-2.67547431,-5.228043092,male_neutral
-612.1077271,83.84688568,-1.460439324,15.57886982,3.658223391,-7.820563793,-23.69468117,-13.24877357,-5.51056385,-7.045463562,-10.14798355,-1.977074504,-7.610053062,-10.6720438,-4.906491756,-2.956025124,-14.5168972,3.072277069,-11.06004047,-6.470973492,male_neutral
-572.3448486,96.17697144,9.055764198,19.27153778,7.247002125,-3.034306765,-14.36016369,-6.988833427,2.032455206,-5.530794144,-4.52346468,3.611677647,-1.814079285,-2.359970808,0.948996603,1.000403285,-9.989803314,6.220966816,-7.163983822,1.598876715,male_neutral
-493.2341991,59.36041885,18.62115921,12.87096221,4.980018708,-3.397379198,-12.48740947,-7.419137841,-0.48635706,-5.380633024,-3.505611584,2.07572671,-1.546712809,-2.449412123,0.364564352,-1.413506371,-5.033072923,0.872734548,-2.810369691,-3.26290046,male_neutral
-633.3760376,94.52093506,9.162014008,21.34551048,3.075273037,-4.537410259,-18.5580101,-5.00178051,1.497650146,-6.826363564,-3.00973177,4.808578014,-3.456717014,-1.57439971,2.546720505,-2.920646667,-5.358002186,6.251110077,-5.727619648,-0.066321,male_neutral
-628.7628784,99.04004669,3.444411278,19.26849174,15.49102783,-2.64226222,-10.56271744,-7.544344902,1.595924854,-0.477409005,-6.703062057,5.341705322,1.226916432,-3.848254681,-0.978524327,2.448251724,-7.595163822,5.963525772,-3.076532602,1.761847377,male_calm
-446.4813171,30.52379324,11.51145711,6.738868621,5.184268673,-1.415640421,-6.944846649,-5.250772836,-3.033654581,-3.649123415,-2.273898782,0.467871949,-0.218545913,-1.515541435,0.242100783,-1.108837981,-3.620897072,-1.115655316,-0.101875086,-1.956473358,male_calm
-688.7490845,93.72412872,0.933349133,19.39879227,11.16121674,-5.308979034,-13.46434593,-5.538656235,2.591769218,-2.37082386,-5.68820858,5.659289837,-1.190684199,-3.721376657,1.329997063,-2.312799931,-4.571404934,5.964204311,-2.785113811,-1.448049307,male_calm
-622.800354,102.8095169,-3.654638767,16.94724274,10.17059422,-3.913476229,-12.44541454,-9.625390053,-0.074457876,-0.941017807,-7.848342896,3.18808794,0.760031641,-4.595813274,-2.70550251,1.904275417,-11.91191196,4.244811535,-5.504120827,-1.162731528,male_calm
-470.6472265,42.37514863,12.96407704,8.111666089,5.63948528,-2.093255052,-8.036183534,-5.710156579,-1.729316359,-2.553609857,-3.199764669,0.337372541,-0.409488145,-3.042661637,-1.15910811,-2.248592923,-4.726686313,-1.425619691,-0.60387677,-2.923823071,male_calm
-683.2056885,101.9418488,-6.778139114,18.39619446,6.251613617,-5.143434048,-17.1659317,-9.579935074,-0.233757868,-2.229673624,-8.153428078,4.760781288,-2.689240217,-6.454306602,-0.434134066,-3.052991629,-9.778931618,5.385121822,-7.243263721,-2.005531311,male_calm
-622.9713745,101.9795761,9.505273819,19.47737694,15.10609913,7.446509361,-7.713552952,-5.697527409,-1.263084173,3.591356516,-4.102336407,5.083060741,3.230788946,1.461007714,-3.442904472,7.861210346,-7.047893047,5.295944214,-1.457210422,1.859586239,male_calm
-454.4401645,35.305536,15.25692752,9.165067552,7.184427126,2.379947997,-5.841713099,-5.45062253,-3.211538859,-1.92996045,-0.43447891,1.485912899,2.070910989,0.1652889,0.050289893,1.507286232,-1.496356988,-0.337901868,0.649970449,-2.059220276,male_calm
-682.1535034,101.8313675,6.127207279,20.57993317,14.58297157,7.205477238,-10.90077972,-6.05583334,-1.629785776,2.690061569,-3.700890064,9.088623047,4.263594627,1.730509162,-0.355436713,6.236738682,-5.827033043,7.460616589,-1.744154811,-0.422906995,male_calm
-618.239502,99.75435638,-4.287437439,13.96176147,11.05178642,-1.12564826,-11.39147091,-13.77779293,-5.19009304,-0.580509722,-10.80771732,1.894305587,0.515395045,-5.633800983,-3.148211241,2.756715059,-11.8248148,4.087208271,-4.289322853,-2.147297144,male_calm
-481.9908744,45.62479389,8.267804214,5.679653753,6.209476929,-1.343002629,-11.29652801,-10.44214459,-5.3644716,-4.333188074,-5.556309119,-1.21436591,-0.290779261,-3.71998551,-1.428644018,-1.555591851,-5.841103026,-0.604001296,-0.073986559,-4.273481276,male_calm
-681.7965088,96.97449493,-8.51762867,12.48272419,4.717296124,-5.948203087,-19.63244057,-14.29005146,-4.989006042,-2.37744832,-10.02710533,3.900011778,-3.314709902,-6.829922676,0.09680324,-0.754697442,-9.163179398,4.032742023,-7.150609493,-5.49511528,male_calm
-592.1108398,85.78768921,8.539516449,29.39349365,12.84125614,-8.220391273,-18.06086922,-3.33808136,2.993248224,-6.84374094,-4.006747723,2.363787174,-5.910068035,0.546537638,-2.742486954,3.028106451,-9.43042469,6.524875641,-5.012174129,0.606128335,male_calm
-475.899993,43.88168511,17.70663143,16.80454977,10.10733407,-4.769999943,-10.59909162,-3.53689821,-0.812145641,-5.323219147,-3.145386758,-0.583093247,-2.843397989,-1.983100429,-0.402972737,-1.468151275,-3.044921818,-0.343875397,-1.510211597,-3.668226493,male_calm
-656.3381958,82.83820343,8.271138191,31.90666199,7.262637615,-11.93159294,-20.90859413,1.280992031,0.790591598,-9.234544754,-1.936117172,2.350769281,-5.205820084,1.902270555,-1.611939907,-0.919575691,-8.498595238,4.978564262,-6.881942272,-1.895335317,male_calm
-599.3026123,98.9633255,2.512825012,23.06774521,5.21582365,-4.895783424,-12.99629974,-16.12726212,-3.607652426,-1.766250134,-11.48014545,0.988504112,-3.647813797,-2.541460037,-9.582746506,3.655023575,-13.54760361,2.175474167,-4.259030342,-3.571478844,male_calm
-510.3414657,58.25439243,17.30983784,11.16951741,4.007100225,-4.17697154,-10.05460589,-10.65931123,-4.668346663,-5.345329539,-6.650056805,-2.33515195,-0.793596563,-3.560605734,-3.144491353,-1.633759624,-6.612214105,-2.147464987,-1.964561136,-5.861842198,male_calm
-660.1043701,93.88715363,0.418237299,21.84140778,-0.13460885,-7.797242165,-18.97565651,-17.47872543,-2.786165476,-4.577664852,-11.1552515,0.999445498,-4.1586833,-6.270749569,-8.272428513,0.204407588,-12.99949646,4.596142769,-5.371339798,-5.971098423,male_calm
-568.3342896,85.86441803,8.30533123,25.9099617,7.59076643,-6.163324833,-13.34154129,-6.007382393,-7.022339821,-4.994193077,-9.353104591,1.041823268,-4.301177502,-2.281195641,-9.659751892,1.527363777,-14.10884476,1.041743159,-6.988020897,-4.115920067,male_calm
-501.7090687,58.7636006,16.92513351,17.20983009,6.985963095,-5.264313933,-11.41424094,-7.370865069,-5.766404785,-6.729845128,-6.180346897,-2.423891883,-2.165472072,-4.489903986,-6.462466967,-2.196228828,-8.157977354,-2.576894772,-3.589541857,-6.601127077,male_calm
-628.2086792,83.96162415,7.269462585,27.0897007,4.60739994,-6.892155647,-15.93677998,-5.397274971,-8.888928413,-6.467856407,-8.609704971,1.830967426,-4.533851624,-6.258831024,-9.206593513,-0.981672049,-13.24190617,2.125496387,-9.146558762,-6.263458252,male_calm
-599.2770386,98.41307831,6.877296925,28.64375305,6.658947468,-7.832940102,-12.01908588,-9.358649254,0.248075351,-5.698977947,-4.884011269,1.068137407,0.113302022,-0.282257617,-5.345274925,6.39509964,-13.82198524,4.954642773,-3.461836576,-3.039129019,male_calm
-477.8016115,49.2256664,21.33693285,15.44500139,5.481110788,-3.464278779,-9.146124796,-5.757796436,-2.615293928,-3.91676562,-2.900946401,-1.103637424,0.312455992,-1.056814898,-0.710285288,0.212062128,-3.989615296,-0.391068779,-0.931838019,-5.010686327,male_calm
-658.326416,93.45933533,5.055188656,29.07211304,0.577411771,-8.184875488,-15.68371296,-8.640817642,-1.453950286,-6.125817776,-3.77630949,0.356277138,-0.649068236,-4.736237526,-1.893157005,4.266808033,-10.18433475,8.463677406,-5.921897888,-5.759757519,male_calm
-596.4778442,95.66342163,-8.908903122,25.21492767,11.39976692,-0.923363566,-7.374331474,-7.496178627,-1.018520355,6.276885986,-6.526665688,4.326641083,2.478946447,-3.096348286,-3.093300343,6.736076832,-9.13574791,6.956999779,-2.658513069,-1.634551167,male_happy
-468.0045494,41.69450889,5.450643244,11.03923955,6.497238276,-3.67878161,-7.359540506,-6.706323167,-0.720996788,0.54718663,-3.604293367,-0.022725021,1.059263237,-3.210626381,-1.237050115,-0.392568177,-3.652575255,1.481391822,-0.325819554,-4.143049118,male_happy
-658.3323975,92.22422028,-12.45532894,25.72260857,6.546592712,-1.838599801,-11.2564888,-6.890312672,-0.600850403,5.355322361,-7.635151863,6.161224842,-1.953101516,-4.971382141,0.027418941,5.758744717,-7.408574581,7.643342972,-7.622140884,-2.042145729,male_happy
-570.5932007,95.51787567,-11.95116711,22.69421387,7.231399059,-6.761271954,-11.15444279,-8.293213844,-1.309456587,-1.125461698,-10.29721928,3.152071714,-1.134454012,-3.2797544,-1.872898221,0.287867993,-10.07750034,3.255511522,-8.567050934,-0.799653232,male_happy
-529.8638404,76.26957759,-5.856252918,19.81631157,7.261260872,-8.100717673,-9.869292997,-9.487392207,-1.286595897,-2.88267754,-8.727053984,0.552436674,-1.280221168,-4.160358837,-1.045746262,-1.627856176,-8.172823053,0.773314983,-6.691910655,-3.320258157,male_happy
-632.982666,89.61050415,-14.1756115,22.37180138,0.252091467,-9.594637871,-15.65602589,-8.314398766,-1.631460547,-4.574347973,-9.831542969,3.929776192,-3.217841625,-2.594231606,0.133062914,-2.90005827,-7.42252779,0.940503538,-9.883104324,-2.110731363,male_happy
-559.3735962,92.11113739,-13.42280674,14.50929165,4.069728374,-7.288986206,-16.23801613,-11.07632637,-5.119510651,2.65942359,-11.62133026,2.764228344,0.291943192,-4.965466022,-1.389682055,-0.674714744,-12.58782959,2.8864429,-9.219259262,-3.40080142,male_happy
-447.3977406,45.82490425,0.530021251,6.174410694,1.085200526,-8.415509901,-12.6215869,-11.32299624,-4.455007201,-3.007385458,-6.673783328,-0.44257214,-0.279323046,-4.014763704,-1.005752923,-3.407378977,-8.27775333,-1.844980974,-4.179162064,-6.902444578,male_happy
-613.4511108,84.19211578,-14.95801544,13.44087982,0.456922054,-10.14695835,-19.54951859,-12.50984383,-3.237570524,-1.001158953,-11.21760559,5.160055161,-0.359325498,-4.451012135,0.906361222,-5.985835552,-10.17685699,1.20455122,-9.28383255,-4.909047604,male_happy
